Species	Temp	BodyWeight	g	Diet
Paracalanus	16.5	2.68	0.1	O
Paracalanus	20	3	0.1	O
Paracalanus	20	3	0.12	O
Paracalanus	17	1.85	0.042	O
Paracalanus	17	1.86	0.09	O
Paracalanus	17	3	0.044	O
Paracalanus	17	3	0.051	O
Paracalanus	17	3	0.059	O
Paracalanus	17	3	0.059	O
Paracalanus	17	3	0.066	O
Paracalanus	17	3	0.073	O
Paracalanus	17	3	0.073	O
Paracalanus	17	3	0.081	O
Paracalanus	17	3	0.088	O
Paracalanus	17	3	0.081	O
Paracalanus	15	3	0.154	O
Paracalanus	15	3	0.117	O
Paracalanus	15	3	0.081	O
Paracalanus	15	3	0.081	O
Paracalanus	15	3	0.11	O
Paracalanus	15	3	0.059	O
Paracalanus	15	3	0.059	O
Paracalanus	15	3	0.073	O
Paracalanus	12	3	0.037	O
Paracalanus	12	3	0.022	O
Paracalanus	8	3	0.059	O
Paracalanus	12	3	0.043	O
Paracalanus	12	3	0.019	O
Paracalanus	12	3	0.049	O
Paracalanus	12	3	0.031	O
Paracalanus	12	3	0.038	O
Paracalanus	7	3	0.027	O
Paracalanus	7	3	0.004	O
Paracalanus	7	3	0.006	O
Paracalanus	12	3	0.048	O
Paracalanus	12	3	0.075	O
Paracalanus	12	3	0.15	O
Paracalanus	12	3	0.095	O
Paracalanus	12	3	0.188	O
Paracalanus	12	3	0.234	O
Paracalanus	12	3	0.011	O
Paracalanus	12	3	0.02	O
Paracalanus	12	3	0.003	O
Paracalanus	11	3.6	0.152	O
Paracalanus	14	3.6	0.037	O
Paracalanus	8.5	3.1	0	O
Paracalanus	8.5	3.1	0	O
Paracalanus	8.5	3.1	0.001	O
Paracalanus	8.5	3.1	0	O
Paracalanus	8.5	3.1	0	O
Paracalanus	8.5	3.1	0.013	O
Paracalanus	8.5	3.1	0	O
Paracalanus	8.5	3.1	0.051	O
Paracalanus	6.5	3.1	0.004	O
Paracalanus	6.5	3.1	0.005	O
Paracalanus	6.5	3.1	0	O
Paracalanus	6.5	3.1	0	O
Paracalanus	6.5	3.1	0.005	O
Paracalanus	6.5	3.1	0.026	O
Paracalanus	6.5	3.1	0.007	O
Paracalanus	6.5	3.1	0.027	O
Paracalanus	10	19.05	0.0646	O
Paracalanus	10	19.05	0.0646	O
Paracalanus	10	30.71	0.0401	O
Paracalanus	10	30.71	0	O
Paracalanus	10	19.05	0	O
Paracalanus	10	15.92	0.0957	O
Paracalanus	10	22.54	0.0676	O
Paracalanus	10	22.54	0.1594	O
Paracalanus	10	30.71	0.0782	O
Paracalanus	10	22.54	0.1066	O
Paracalanus	10	26.43	0.011	O
Paracalanus	10	30.71	0.0215	O
Paracalanus	10	26.43	0.2211	O
Paracalanus	10	40.57	0.144	O
Paracalanus	10	13.14	0.2387	O
Paracalanus	10	19.05	0.1647	O
Paracalanus	10	22.54	0.1391	O
Paracalanus	10	19.05	0.1045	O
Paracalanus	10	35.42	0.0562	O
Paracalanus	10	22.54	0.1887	O
Paracalanus	10	26.43	0.042	O
Paracalanus	10	43.17	0.024	O
Paracalanus	10	26.43	0.042	O
Paracalanus	10	22.54	0	O
Paracalanus	10	26.43	0	O
Paracalanus	10	40.57	0.0168	O
Paracalanus	14	26.43	0.0565	O
Paracalanus	14	26.43	0.0565	O
Paracalanus	14	22.54	0.0145	O
Paracalanus	14	15.92	0.1017	O
Paracalanus	14	19.05	0.085	O
Paracalanus	14	22.54	0.0718	O
Paracalanus	14	19.05	0.0307	O
Paracalanus	14	22.54	0.0259	O
Paracalanus	14	26.43	0.0998	O
Paracalanus	14	22.54	0.117	O
Paracalanus	14	19.05	0.0524	O
Paracalanus	14	19.05	0.0524	O
Paracalanus	14	19.05	0.0627	O
Paracalanus	14	22.54	0.053	O
Paracalanus	14	19.05	0.0627	O
Paracalanus	14	19.05	0.0139	O
Paracalanus	14	22.54	0.0118	O
Paracalanus	14	19.05	0.0139	O
Paracalanus	14	22.54	0.033	O
Paracalanus	14	15.92	0.0467	O
Paracalanus	14	15.92	0.0467	O
Paracalanus	14	22.54	0.033	O
Paracalanus	14	22.54	0.033	O
Paracalanus	14	19.05	0.039	O
Paracalanus	14	19.05	0.016	O
Paracalanus	14	22.54	0.0135	O
Paracalanus	19.25	3.25	0.01	O
Paracalanus	19.25	3.25	0.02	O
Paracalanus	19.25	3.25	0.03	O
Paracalanus	19.25	3.25	0.05	O
Paracalanus	19.25	3.25	0.02	O
Paracalanus	19.25	3.25	0.04	O
Paracalanus	19.25	3.25	0.09	O
Paracalanus	19.25	3.25	0.04	O
Paracalanus	19.25	3.25	0.04	O
Paracalanus	19.25	3.25	0.06	O
Paracalanus	19.25	3.25	0.07	O
Paracalanus	19.25	3.25	0.07	O
Paracalanus	19.25	3.25	0.07	O
Paracalanus	19.25	3.25	0.06	O
Paracalanus	19.25	3.25	0.08	O
Paracalanus	19.25	3.25	0.09	O
Paracalanus	19.25	3.25	0.09	O
Paracalanus	19.25	3.25	0.1	O
Paracalanus	19.25	3.25	0.13	O
Paracalanus	19.25	3.25	0.14	O
Paracalanus	19.25	3.25	0.18	O
Paracalanus	19.25	3.25	0.18	O
Paracalanus	19.25	3.25	0.17	O
Paracalanus	19.25	3.25	0.18	O
Paracalanus	19.25	3.25	0.2	O
Paracalanus	19.25	3.25	0.24	O
Paracalanus	19.25	3.25	0.29	O
Paracalanus	19.25	3.25	0.28	O
Paracalanus	19.25	3.25	0.24	O
Paracalanus	19.25	3.25	0.22	O
Paracalanus	28	0.075	0.914	O
Paracalanus	28	0.173	1.173	O
Paracalanus	28	0.332	0.464	O
Paracalanus	28	0.54	0.665	O
Paracalanus	28	0.867	0.388	O
Paracalanus	9	4.33	0.03	O
Paracalanus	8	4.95	0.02	O
Paracalanus	8	5.33	0.02	O
Paracalanus	8	5.14	0.03	O
Paracalanus	9	5.24	0.04	O
Paracalanus	11	5.24	0.07	O
Paracalanus	12	4.59	0.09	O
Paracalanus	13	3.77	0.17	O
Paracalanus	14	3.92	0.16	O
Paracalanus	22	2.79	0.37	O
Paracalanus	22	2.32	0.59	O
Paracalanus	25	2.15	0.04	O
Paracalanus	26	2.26	0.07	O
Paracalanus	26	2.85	0.17	O
Paracalanus	25	2.85	0.13	O
Paracalanus	22	3.25	0.32	O
Paracalanus	21	2.85	0.34	O
Paracalanus	20	3.11	0.35	O
Paracalanus	17	2.98	0.28	O
Paracalanus	16	3.32	0.12	O
Paracalanus	15	4.5	0.26	O
Paracalanus	14	3.54	0.21	O
Paracalanus	14	3.18	0.13	O
Paracalanus	23.2	0.93	0.123	O
Paracalanus	21.3	0.93	0.116	O
Paracalanus	23	0.93	0.3	O
Paracalanus	22.2	0.93	0.198	O
Paracalanus	28	0.44	0.932	O
Paracalanus	28	0.069	0.915	O
Paracalanus	28	0.157	0.713	O
Paracalanus	28	0.201	0.66	O
Paracalanus	28	0.165	0.723	O
Paracalanus	28	0.109	1.082	O
Paracalanus	28	0.28	0.446	O
Paracalanus	28	0.057	1	O
Paracalanus	28	0.07	0.975	O
Paracalanus	28	0.046	0.67	O
Paracalanus	28	0.121	0.439	O
Paracalanus	28	0.()78	0.441	O
Paracalanus	28	0.217	0.434	O
Paracalanus	28	0.124	0.496	O
Paracalanus	28	0.049	0.772	O
Paracalanus	28	0.042	0.774	O
Paracalanus	28	0.135	0.774	O
Paracalanus	28	0.06	0.831	O
Paracalanus	28	0.112	0.888	O
Epilabidocera	14	63.19	0.027	C
Epilabidocera	14	53.81	0.032	C
Epilabidocera	14	49.47	0	C
Epilabidocera	14	47.38	0	C
Clausocalanus	17	6.74	0.011	O
Clausocalanus	17	6	0.032	O
Clausocalanus	12	4.81	0.01	O
Clausocalanus	13	5.11	0.07	O
Clausocalanus	13.5	5.34	0.003	O
Clausocalanus	15	5.23	0.026	O
Clausocalanus	15.5	5.49	0.015	O
Clausocalanus	23	5.94	0.006	O
Clausocalanus	23.5	2.89	0.008	O
Clausocalanus	25	2.65	0.041	O
Clausocalanus	25	2.63	0.008	O
Clausocalanus	27.5	2.06	0	O
Clausocalanus	27.5	2.75	0.059	O
Clausocalanus	25	2.91	0.119	O
Clausocalanus	25	3.2	0.057	O
Clausocalanus	25	3.45	0.17	O
Clausocalanus	25	3.06	0.14	O
Clausocalanus	22.5	3.53	0.073	O
Clausocalanus	21.5	3.92	0.082	O
Pseudocalanus	10	66.95	0.234	O
Pseudocalanus	10	66.95	0	O
Pseudocalanus	10	60.21	0	O
Pseudocalanus	10	81.72	0.236	O
Pseudocalanus	10	81.72	0	O
Pseudocalanus	10	81.72	0	O
Pseudocalanus	10	60.21	0	O
Pseudocalanus	10	60.21	0	O
Pseudocalanus	10	66.95	0	O
Pseudocalanus	10	81.72	0	O
Pseudocalanus	10	81.72	0	O
Pseudocalanus	10	81.72	0	O
Pseudocalanus	10	53.87	0.154	O
Pseudocalanus	10	60.21	0.101	O
Pseudocalanus	10	60.21	0.183	O
Pseudocalanus	10	60.21	0	O
Pseudocalanus	10	60.21	0	O
Pseudocalanus	10	89.75	0.234	O
Pseudocalanus	10	89.75	0.172	O
Pseudocalanus	10	53.87	0	O
Pseudocalanus	10	60.21	0.338	O
Pseudocalanus	10	60.21	0.208	O
Pseudocalanus	10	81.72	0.061	O
Pseudocalanus	10	60.21	0	O
Pseudocalanus	10	89.75	0.1	O
Pseudocalanus	10	66.95	0	O
Pseudocalanus	10	89.75	0	O
Pseudocalanus	10	60.21	0	O
Pseudocalanus	10	60.21	0	O
Pseudocalanus	10	81.72	0	O
Pseudocalanus	10	66.95	0	O
Pseudocalanus	10	60.21	0	O
Pseudocalanus	10	60.21	0	O
Pseudocalanus	10	81.72	0.22	O
Pseudocalanus	10	60.21	0	O
Pseudocalanus	10	60.21	0	O
Pseudocalanus	10	60.21	0	O
Pseudocalanus	10	60.21	0	O
Pseudocalanus	10	66.95	0	O
Pseudocalanus	10	66.95	0	O
Pseudocalanus	10	66.95	0	O
Pseudocalanus	10	60.21	0	O
Pseudocalanus	10	60.21	0	O
Pseudocalanus	10	74.12	0.124	O
Pseudocalanus	10	53.87	0.21	O
Pseudocalanus	10	81.72	0	O
Pseudocalanus	10	86.35	0	O
Pseudocalanus	10	66.95	0.016	O
Pseudocalanus	10	89.75	0	O
Pseudocalanus	10	66.95	0.032	O
Pseudocalanus	10	81.72	0.33	O
Pseudocalanus	10	60.21	0.275	O
Pseudocalanus	10	81.72	0.127	O
Pseudocalanus	10	89.75	0.023	O
Pseudocalanus	10	89.75	0.239	O
Pseudocalanus	10	47.94	0.314	O
Pseudocalanus	10	74.12	0	O
Pseudocalanus	10	60.21	0.339	O
Pseudocalanus	10	98.22	0	O
Pseudocalanus	10	66.95	0	O
Pseudocalanus	10	53.87	0.02	O
Pseudocalanus	10	66.95	0	O
Pseudocalanus	10	89.75	0	O
Pseudocalanus	10	74.12	0.218	O
Pseudocalanus	10	74.12	0	O
Pseudocalanus	10	66.95	0	O
Pseudocalanus	10	74.12	0	O
Pseudocalanus	10	74.12	0	O
Pseudocalanus	10	81.72	0	O
Pseudocalanus	10	89.75	0	O
Pseudocalanus	10	81.72	0.084	O
Pseudocalanus	10	81.72	0	O
Pseudocalanus	10	53.87	0	O
Pseudocalanus	10	81.72	0.225	O
Pseudocalanus	10	81.72	0	O
Pseudocalanus	10	81.72	0	O
Pseudocalanus	10	74.12	0	O
Pseudocalanus	10	81.72	0	O
Pseudocalanus	10	74.12	0	O
Pseudocalanus	10	98.22	0.222	O
Pseudocalanus	10	89.75	0	O
Pseudocalanus	10	60.21	0	O
Pseudocalanus	10	81.72	0.014	O
Pseudocalanus	10	74.12	0	O
Pseudocalanus	10	81.72	0	O
Pseudocalanus	10	74.12	0.22	O
Pseudocalanus	10	81.72	0	O
Pseudocalanus	10	89.75	0	O
Pseudocalanus	10	74.12	0	O
Pseudocalanus	10	74.12	0.015	O
Pseudocalanus	10	74.12	0.231	O
Pseudocalanus	10	74.12	0	O
Pseudocalanus	10	81.72	0.014	O
Pseudocalanus	10	66.95	0	O
Pseudocalanus	10	81.72	0	O
Pseudocalanus	10	74.12	0	O
Pseudocalanus	10	116.52	0	O
Pseudocalanus	10	66.95	0	O
Pseudocalanus	10	81.72	0	O
Pseudocalanus	10	74.12	0.266	O
Pseudocalanus	10	74.12	0	O
Pseudocalanus	10	74.12	0	O
Pseudocalanus	10	81.72	0	O
Pseudocalanus	10	60.21	0	O
Pseudocalanus	10	60.21	0.24	O
Pseudocalanus	10	81.72	0.322	O
Pseudocalanus	10	81.72	0.2	O
Pseudocalanus	10	81.72	0.185	O
Pseudocalanus	10	81.72	0.141	O
Pseudocalanus	10	74.12	0.186	O
Pseudocalanus	10	89.75	0.249	O
Pseudocalanus	10	89.75	0.062	O
Pseudocalanus	10	98.22	0	O
Pseudocalanus	10	81.72	0	O
Pseudocalanus	10	107.14	0.24	O
Pseudocalanus	10	89.75	0	O
Pseudocalanus	10	81.72	0.341	O
Pseudocalanus	10	66.95	0	O
Pseudocalanus	10	81.72	0	O
Pseudocalanus	10	74.12	0.185	O
Pseudocalanus	10	66.95	0	O
Pseudocalanus	10	81.72	0	O
Pseudocalanus	10	98.22	0	O
Pseudocalanus	10	74.12	0.302	O
Pseudocalanus	10	60.21	0	O
Pseudocalanus	10	81.72	0	O
Pseudocalanus	10	98.22	0	O
Pseudocalanus	10	89.75	0	O
Pseudocalanus	10	89.75	0	O
Pseudocalanus	10	98.22	0	O
Pseudocalanus	10	81.72	0	O
Pseudocalanus	10	98.22	0	O
Pseudocalanus	10	81.72	0	O
Pseudocalanus	10	89.75	0.187	O
Pseudocalanus	10	98.22	0.353	O
Pseudocalanus	10	98.22	0	O
Pseudocalanus	10	89.75	0.204	O
Pseudocalanus	10	98.22	0.022	O
Pseudocalanus	10	98.22	0.275	O
Pseudocalanus	10	81.72	0	O
Pseudocalanus	10	89.75	0	O
Pseudocalanus	10	89.75	0.012	O
Pseudocalanus	10	60.21	0	O
Pseudocalanus	10	89.75	0	O
Pseudocalanus	10	89.75	0	O
Pseudocalanus	10	81.72	0.224	O
Pseudocalanus	10	81.72	0.29	O
Pseudocalanus	10	116.52	0	O
Pseudocalanus	10	60.21	0	O
Pseudocalanus	10	81.72	0.027	O
Pseudocalanus	10	89.75	0.261	O
Pseudocalanus	10	74.12	0.06	O
Pseudocalanus	10	89.75	0.137	O
Pseudocalanus	10	74.12	0	O
Pseudocalanus	10	81.72	0	O
Pseudocalanus	10	66.95	0	O
Pseudocalanus	10	107.14	0	O
Pseudocalanus	10	98.22	0	O
Pseudocalanus	10	107.14	0	O
Pseudocalanus	10	98.22	0	O
Pseudocalanus	10	89.75	0	O
Pseudocalanus	10	98.22	0	O
Pseudocalanus	10	98.22	0	O
Pseudocalanus	10	74.12	0	O
Pseudocalanus	10	89.75	0	O
Pseudocalanus	10	81.72	0	O
Pseudocalanus	10	98.22	0	O
Pseudocalanus	10	81.72	0	O
Pseudocalanus	10	74.12	0	O
Pseudocalanus	10	81.72	0	O
Pseudocalanus	10	66.95	0	O
Pseudocalanus	10	81.72	0	O
Pseudocalanus	10	81.72	0.17	O
Pseudocalanus	10	81.72	0.042	O
Pseudocalanus	10	74.12	0	O
Pseudocalanus	10	89.75	0.192	O
Pseudocalanus	10	89.75	0	O
Pseudocalanus	10	60.21	0	O
Pseudocalanus	10	89.75	0.102	O
Pseudocalanus	10	81.72	0	O
Pseudocalanus	10	89.75	0	O
Pseudocalanus	10	66.95	0.018	O
Pseudocalanus	10	89.75	0.107	O
Pseudocalanus	10	98.22	0	O
Pseudocalanus	10	89.75	0.266	O
Pseudocalanus	10	98.22	0.134	O
Pseudocalanus	10	81.72	0.176	O
Pseudocalanus	10	81.72	0.293	O
Pseudocalanus	10	60.21	0.038	O
Pseudocalanus	10	60.21	0.173	O
Pseudocalanus	10	74.12	0	O
Pseudocalanus	10	98.22	0.012	O
Pseudocalanus	10	74.12	0.193	O
Pseudocalanus	10	98.22	0	O
Pseudocalanus	10	89.75	0	O
Pseudocalanus	10	81.72	0	O
Pseudocalanus	10	107.14	0	O
Pseudocalanus	10	107.14	0	O
Pseudocalanus	10	89.75	0	O
Pseudocalanus	10	98.22	0	O
Pseudocalanus	10	81.72	0	O
Pseudocalanus	10	89.75	0	O
Pseudocalanus	10	60.21	0	O
Pseudocalanus	10	98.22	0	O
Pseudocalanus	10	89.75	0	O
Pseudocalanus	10	89.75	0	O
Pseudocalanus	10	98.22	0.252	O
Pseudocalanus	10	89.75	0	O
Pseudocalanus	10	81.72	0	O
Pseudocalanus	14	74.12	0.13	O
Pseudocalanus	14	74.12	0	O
Pseudocalanus	14	66.95	0	O
Pseudocalanus	14	74.12	0.232	O
Pseudocalanus	14	74.12	0	O
Pseudocalanus	14	66.95	0	O
Pseudocalanus	14	66.95	0	O
Pseudocalanus	14	74.12	0	O
Pseudocalanus	14	81.72	0	O
Pseudocalanus	14	66.95	0	O
Pseudocalanus	14	81.72	0.068	O
Pseudocalanus	14	74.12	0	O
Pseudocalanus	14	74.12	0	O
Pseudocalanus	14	74.12	0	O
Pseudocalanus	14	81.72	0	O
Pseudocalanus	14	74.12	0	O
Pseudocalanus	14	66.95	0	O
Pseudocalanus	14	66.95	0	O
Pseudocalanus	14	74.12	0.016	O
Pseudocalanus	14	66.95	0	O
Pseudocalanus	14	81.72	0	O
Pseudocalanus	14	81.72	0.198	O
Pseudocalanus	14	81.72	0	O
Pseudocalanus	14	66.95	0	O
Pseudocalanus	14	81.72	0	O
Pseudocalanus	14	66.95	0	O
Pseudocalanus	14	81.72	0	O
Pseudocalanus	14	60.21	0	O
Pseudocalanus	14	81.72	0.256	O
Pseudocalanus	14	66.95	0	O
Pseudocalanus	14	74.12	0.218	O
Pseudocalanus	14	74.12	0.218	O
Pseudocalanus	14	74.12	0	O
Pseudocalanus	14	74.12	0	O
Pseudocalanus	14	74.12	0	O
Pseudocalanus	14	81.72	0	O
Pseudocalanus	14	66.95	0	O
Pseudocalanus	14	74.12	0	O
Pseudocalanus	14	60.21	0.362	O
Pseudocalanus	14	74.12	0	O
Pseudocalanus	14	60.21	0	O
Pseudocalanus	14	66.95	0	O
Pseudocalanus	14	66.95	0.216	O
Pseudocalanus	14	74.12	0.177	O
Pseudocalanus	14	60.21	0	O
Pseudocalanus	14	66.95	0	O
Pseudocalanus	14	74.12	0	O
Pseudocalanus	3	11.8	0.02	O
Pseudocalanus	16.5	0.12	0.23	O
Pseudocalanus	16.5	0.2	0.27	O
Pseudocalanus	16.5	0.32	0.23	O
Pseudocalanus	16.5	0.48	0.35	O
Pseudocalanus	16.5	0.72	0.26	O
Pseudocalanus	16.5	1.24	0.2	O
Pseudocalanus	16.5	2	0.15	O
Pseudocalanus	4.8	6.7	0.071	O
Pseudocalanus	4.8	6.7	0.01	O
Pseudocalanus	5.5	6.7	0.038	O
Pseudocalanus	5.5	6.7	0.084	O
Pseudocalanus	5.5	6.7	0.029	O
Pseudocalanus	5.5	6.7	0.071	O
Pseudocalanus	5.5	9.2	0.058	O
Pseudocalanus	5.8	6.7	0.027	O
Pseudocalanus	5.9	6.7	0.071	O
Pseudocalanus	6.2	6.7	0.061	O
Pseudocalanus	7	3.2	0.07	O
Pseudocalanus	7	6.7	0.077	O
Pseudocalanus	4.5	6.7	0.006	O
Pseudocalanus	4.5	6.7	0.015	O
Pseudocalanus	4.6	6.7	0.023	O
Pseudocalanus	4.5	9.2	0.038	O
Pseudocalanus	5.5	6.7	0.092	O
Pseudocalanus	7	6.7	0.063	O
Pseudocalanus	7	6.7	0.075	O
Pseudocalanus	7.3	6.7	0.111	O
Pseudodiaptomus	16	0.166	0.19	O
Pseudodiaptomus	16	0.211	0.096	O
Pseudodiaptomus	16	0.266	0.11	O
Pseudodiaptomus	16	0.345	0.093	O
Pseudodiaptomus	16	0.386	0.125	O
Pseudodiaptomus	16	0.64	0.233	O
Pseudodiaptomus	16	1.147	0.231	O
Pseudodiaptomus	16	1.797	0.211	O
Pseudodiaptomus	16	2.387	0.286	O
Pseudodiaptomus	16	2.751	0.139	O
Pseudodiaptomus	16	4.419	0.179	O
Pseudodiaptomus	20	0.157	0.309	O
Pseudodiaptomus	20	0.209	0.174	O
Pseudodiaptomus	20	0.264	0.186	O
Pseudodiaptomus	20	0.329	0.104	O
Pseudodiaptomus	20	0.364	0.164	O
Pseudodiaptomus	20	0.624	0.308	O
Pseudodiaptomus	20	1.073	0.254	O
Pseudodiaptomus	20	1.644	0.203	O
Pseudodiaptomus	20	2.173	0.287	O
Pseudodiaptomus	20	2.467	0.149	O
Pseudodiaptomus	23	0.157	0.267	O
Pseudodiaptomus	23	0.209	0.135	O
Pseudodiaptomus	23	0.264	0.184	O
Pseudodiaptomus	23	0.329	0.131	O
Pseudodiaptomus	23	0.364	0.194	O
Pseudodiaptomus	23	0.624	0.35	O
Pseudodiaptomus	23	1.073	0.34	O
Pseudodiaptomus	23	1.644	0.285	O
Pseudodiaptomus	23	2.173	0.419	O
Pseudodiaptomus	23	2.467	0.199	O
Pseudodiaptomus	26	0.153	0.372	O
Pseudodiaptomus	26	0.207	0.214	O
Pseudodiaptomus	26	0.25	0.148	O
Pseudodiaptomus	26	0.311	0.143	O
Pseudodiaptomus	26	0.342	0.251	O
Pseudodiaptomus	26	0.569	0.395	O
Pseudodiaptomus	26	0.987	0.388	O
Pseudodiaptomus	26	1.388	0.404	O
Pseudodiaptomus	26	2.011	0.414	O
Pseudodiaptomus	26	2.322	0.283	O
Pseudodiaptomus	18.1	5.2	0.095	O
Pseudodiaptomus	18	5.8	0.053	O
Pseudodiaptomus	17.6	5.77	0.073	O
Pseudodiaptomus	15.8	5.26	0.088	O
Pseudodiaptomus	16.2	5.37	0.095	O
Pseudodiaptomus	15.4	4.95	0.044	O
Pseudodiaptomus	14.6	5.58	0.061	O
Pseudodiaptomus	14.2	6.69	0.018	O
Pseudodiaptomus	14	6.79	0.032	O
Pseudodiaptomus	14	6.4	0.035	O
Pseudodiaptomus	13.1	6.59	0.026	O
Pseudodiaptomus	12.4	6.4	0.017	O
Pseudodiaptomus	11.8	5.98	0.004	O
Pseudodiaptomus	11.1	6.87	0.004	O
Pseudodiaptomus	10.7	6.45	0.003	O
Pseudodiaptomus	10.2	6.55	0.003	O
Pseudodiaptomus	10	6.7	0.011	O
Pseudodiaptomus	9.5	6.6	0.007	O
Pseudodiaptomus	9	6.38	0.009	O
Pseudodiaptomus	10	6.38	0.02	O
Pseudodiaptomus	10.1	6.73	0.012	O
Pseudodiaptomus	9.6	6.71	0.012	O
Pseudodiaptomus	9.7	6.18	0.031	O
Pseudodiaptomus	8.9	6.41	0.01	O
Pseudodiaptomus	9.6	6.52	0.022	O
Pseudodiaptomus	9.6	6.49	0.034	O
Pseudodiaptomus	10.5	6.02	0.055	O
Pseudodiaptomus	10.8	6.28	0.034	O
Pseudodiaptomus	10.8	6.64	0.05	O
Pseudodiaptomus	10.8	6.33	0.043	O
Pseudodiaptomus	11.2	6.3	0.05	O
Pseudodiaptomus	12.4	6.04	0.045	O
Pseudodiaptomus	12.2	6.62	0.047	O
Pseudodiaptomus	13.1	6	0.078	O
Pseudodiaptomus	14.4	7	0.057	O
Pseudodiaptomus	13.4	6.42	0.065	O
Pseudodiaptomus	15.2	6.51	0.086	O
Pseudodiaptomus	14.7	6.67	0.055	O
Pseudodiaptomus	16.2	6.87	0.105	O
Pseudodiaptomus	16.7	6.74	0.089	O
Pseudodiaptomus	16.9	6.59	0.088	O
Pseudodiaptomus	19	6.64	0.091	O
Pseudodiaptomus	19.5	6.34	0.057	O
Pseudodiaptomus	19.3	6.16	0.079	O
Pseudodiaptomus	20.7	5.86	0.093	O
Pseudodiaptomus	21.2	5.83	0.108	O
Pseudodiaptomus	21.8	5.42	0.094	O
Pseudodiaptomus	20.7	5.33	0.095	O
Pseudodiaptomus	22.4	5.12	0.024	O
Pseudodiaptomus	21.2	4.84	0.083	O
Pseudodiaptomus	22.4	4.94	0.093	O
Pseudodiaptomus	22.1	4.81	0.061	O
Pseudodiaptomus	22.2	4.73	0.069	O
Pseudodiaptomus	24.1	4.42	0.125	O
Pseudodiaptomus	24.3	4.17	0.117	O
Pseudodiaptomus	24.4	4.04	0.084	O
Pseudodiaptomus	25.4	3.89	0.067	O
Pseudodiaptomus	26.9	3.89	0.17	O
Pseudodiaptomus	26.8	3.73	0.15	O
Pseudodiaptomus	25.8	3.87	0.161	O
Pseudodiaptomus	26.8	3.87	0.203	O
Pseudodiaptomus	26.2	3.85	0.102	O
Pseudodiaptomus	26.8	3.6	0.116	O
Pseudodiaptomus	27.2	3.85	0.218	O
Pseudodiaptomus	26.8	3.55	0.068	O
Pseudodiaptomus	26.8	3.77	0.173	O
Pseudodiaptomus	27.5	3.39	0.134	O
Pseudodiaptomus	27.8	3.52	0.083	O
Pseudodiaptomus	28.2	3.66	0.124	O
Pseudodiaptomus	27	3.24	0.138	O
Pseudodiaptomus	26.2	3.32	0.164	O
Pseudodiaptomus	25.9	3.8	0.11	O
Pseudodiaptomus	25.7	3.91	0.174	O
Pseudodiaptomus	24.4	3.67	0.119	O
Pseudodiaptomus	24.6	3.79	0.138	O
Pseudodiaptomus	24.2	3.95	0.058	O
Pseudodiaptomus	24.4	3.89	0.062	O
Pseudodiaptomus	23.8	4.33	0.171	O
Pseudodiaptomus	22.7	4.39	0.122	O
Pseudodiaptomus	21.7	4.59	0.081	O
Pseudodiaptomus	21.1	4.2	0.056	O
Pseudodiaptomus	21.3	4.3	0.103	O
Pseudodiaptomus	20.6	4.45	0.125	O
Pseudodiaptomus	20	4.27	0.095	O
Pseudodiaptomus	20	4.52	0.066	O
Eurytemora	8	4.1	0.08	O
Eurytemora	10	4	0.11	O
Eurytemora	14	3.8	0.12	O
Eurytemora	17	3.7	0.1	O
Eurytemora	20	3.3	0.08	O
Eurytemora	8	0.52	0.04	O
Eurytemora	8	0.81	0.11	O
Eurytemora	8	1.28	0.09	O
Eurytemora	8	1.98	0.04	O
Eurytemora	8	2.37	0.02	O
Eurytemora	8	3.07	0.03	O
Eurytemora	10	0.52	0.04	O
Eurytemora	10	0.83	0.22	O
Eurytemora	10	1.17	0.11	O
Eurytemora	10	1.76	0.08	O
Eurytemora	10	2.41	0.06	O
Eurytemora	10	3.06	0.08	O
Eurytemora	14	0.46	0.01	O
Eurytemora	14	0.66	0.19	O
Eurytemora	14	1.05	0.27	O
Eurytemora	14	1.61	0.22	O
Eurytemora	14	2.45	0.21	O
Eurytemora	14	3.17	0.13	O
Eurytemora	17	0.48	0.03	O
Eurytemora	17	0.62	0.15	O
Eurytemora	17	0.88	0.24	O
Eurytemora	17	1.39	0.3	O
Eurytemora	17	1.87	0.16	O
Eurytemora	17	2.99	0.25	O
Eurytemora	20	0.5	0.05	O
Eurytemora	20	0.65	0.17	O
Eurytemora	20	0.92	0.19	O
Eurytemora	20	1.28	0.17	O
Eurytemora	20	1.88	0.2	O
Eurytemora	20	2.19	0.17	O
Eurytemora	9.9	0.798	0.15	O
Eurytemora	9.9	1.261	0.088	O
Eurytemora	9.9	1.852	0.06	O
Eurytemora	14.4	1.118	0.144	O
Eurytemora	14.4	1.641	0.067	O
Eurytemora	6.5	0.171	0.088	O
Eurytemora	6.5	0.252	0.054	O
Eurytemora	6.5	0.36	0.036	O
Eurytemora	6.5	0.612	0.09	O
Eurytemora	6.5	1.065	0.02	O
Eurytemora	6.5	1.422	0.01	O
Temora	3	9	0.01	O
Temora	16.5	0.12	0.39	O
Temora	16.5	0.2	0.35	O
Temora	16.5	0.28	0.2	O
Temora	16.5	0.56	0.37	O
Temora	16.5	9.4	0.03	O
Temora	16.5	9.4	0.01	O
Temora	16.5	9.4	0.01	O
Temora	16.5	9.4	0.03	O
Temora	16.5	9.4	0.05	O
Temora	16.5	9.4	0.03	O
