Event;Taxa;GROUP;URL ref;Biom C/ind [µg/#];µ C per/ind [mg/#/h];µ C per C biom [mg/mg/h];Reference;URL source;g_C_d;g_C_ind
G_morhua_GROWTHEXP;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;1.15E+08;37.8;0.000329;Björnsson et al., 2007;doi:10.1594/PANGAEA.834274;0.9072;115
G_morhua_GROWTHEXP;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;208000;0.793;0.00381;Björnsson et al., 2007;doi:10.1594/PANGAEA.834274;0.019032;0.208
G_morhua_GROWTHEXP;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;711000;1.8;0.00253;Björnsson et al., 2007;doi:10.1594/PANGAEA.834274;0.0432;0.711
G_morhua_GROWTHEXP;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;1500000;2.05;0.00136;Björnsson et al., 2007;doi:10.1594/PANGAEA.834274;0.0492;1.5
G_morhua_GROWTHEXP;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;6180000;5.58;0.000903;Björnsson et al., 2007;doi:10.1594/PANGAEA.834274;0.13392;6.18
G_morhua_GROWTHEXP;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;14900000;8.98;0.000603;Björnsson et al., 2007;doi:10.1594/PANGAEA.834274;0.21552;14.9
G_morhua_GROWTHEXP;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;4.00E+07;12.9;0.000324;Björnsson et al., 2007;doi:10.1594/PANGAEA.834274;0.3096;40
G_morhua_GROWTHEXP;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;1.10E+08;20;0.000181;Björnsson et al., 2007;doi:10.1594/PANGAEA.834274;0.48;110
G_morhua_GROWTHEXP;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;216000;0.551;0.00255;Björnsson et al., 2007;doi:10.1594/PANGAEA.834274;0.013224;0.216
G_morhua_GROWTHEXP;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;698000;1.11;0.00159;Björnsson et al., 2007;doi:10.1594/PANGAEA.834274;0.02664;0.698
G_morhua_GROWTHEXP;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;1550000;1.31;0.000839;Björnsson et al., 2007;doi:10.1594/PANGAEA.834274;0.03144;1.55
G_morhua_GROWTHEXP;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;5900000;3.09;0.000525;Björnsson et al., 2007;doi:10.1594/PANGAEA.834274;0.07416;5.9
G_morhua_GROWTHEXP;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;13800000;4.94;0.000357;Björnsson et al., 2007;doi:10.1594/PANGAEA.834274;0.11856;13.8
G_morhua_GROWTHEXP;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;99600000;9.87;9.91E-05;Björnsson et al., 2007;doi:10.1594/PANGAEA.834274;0.23688;99.6
G_morhua_GROWTHEXP;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;137000;0.116;0.000848;Björnsson et al., 2007;doi:10.1594/PANGAEA.834274;0.002784;0.137
G_morhua_GROWTHEXP;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;149000;0.0937;0.000631;Björnsson et al., 2007;doi:10.1594/PANGAEA.834274;0.0022488;0.149
G_morhua_GROWTHEXP;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;546000;0.291;0.000532;Björnsson et al., 2007;doi:10.1594/PANGAEA.834274;0.006984;0.546
G_morhua_GROWTHEXP;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;1150000;0.187;0.000163;Björnsson et al., 2007;doi:10.1594/PANGAEA.834274;0.004488;1.15
G_morhua_GROWTHEXP;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;4010000;0.175;4.37E-05;Björnsson et al., 2007;doi:10.1594/PANGAEA.834274;0.0042;4.01
G_morhua_GROWTHEXP;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;4010000;0.0751;1.87E-05;Björnsson et al., 2007;doi:10.1594/PANGAEA.834274;0.0018024;4.01
G_morhua_GROWTHEXP-2;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;1210000;1.78;0.00148;Imsland et al., 2005;doi:10.1594/PANGAEA.834452;0.04272;1.21
G_morhua_GROWTHEXP-2;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;1150000;1.48;0.00129;Imsland et al., 2005;doi:10.1594/PANGAEA.834452;0.03552;1.15
G_morhua_GROWTHEXP-2;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;1750000;2.2;0.00126;Imsland et al., 2005;doi:10.1594/PANGAEA.834452;0.0528;1.75
G_morhua_GROWTHEXP-2;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;1610000;1.84;0.00115;Imsland et al., 2005;doi:10.1594/PANGAEA.834452;0.04416;1.61
G_morhua_GROWTHEXP-2;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;2180000;2.19;0.001;Imsland et al., 2005;doi:10.1594/PANGAEA.834452;0.05256;2.18
G_morhua_GROWTHEXP-2;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;2270000;2.31;0.00102;Imsland et al., 2005;doi:10.1594/PANGAEA.834452;0.05544;2.27
G_morhua_GROWTHEXP-2;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;2820000;2.65;0.00094;Imsland et al., 2005;doi:10.1594/PANGAEA.834452;0.0636;2.82
G_morhua_GROWTHEXP-2;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;2960000;3.86;0.0013;Imsland et al., 2005;doi:10.1594/PANGAEA.834452;0.09264;2.96
G_morhua_GROWTHEXP-2;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;1280000;1.82;0.00143;Imsland et al., 2005;doi:10.1594/PANGAEA.834452;0.04368;1.28
G_morhua_GROWTHEXP-2;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;1390000;1.96;0.0014;Imsland et al., 2005;doi:10.1594/PANGAEA.834452;0.04704;1.39
G_morhua_GROWTHEXP-2;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;2090000;2.34;0.00112;Imsland et al., 2005;doi:10.1594/PANGAEA.834452;0.05616;2.09
G_morhua_GROWTHEXP-2;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;2270000;2.69;0.00119;Imsland et al., 2005;doi:10.1594/PANGAEA.834452;0.06456;2.27
G_morhua_GROWTHEXP-2;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;2960000;2.74;0.000924;Imsland et al., 2005;doi:10.1594/PANGAEA.834452;0.06576;2.96
G_morhua_GROWTHEXP-2;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;3250000;3.01;0.000924;Imsland et al., 2005;doi:10.1594/PANGAEA.834452;0.07224;3.25
G_morhua_GROWTHEXP-2;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;4040000;3.97;0.000984;Imsland et al., 2005;doi:10.1594/PANGAEA.834452;0.09528;4.04
G_morhua_GROWTHEXP-2;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;4380000;3.91;0.000892;Imsland et al., 2005;doi:10.1594/PANGAEA.834452;0.09384;4.38
G_morhua_GROWTHEXP-2;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;1350000;1.7;0.00126;Imsland et al., 2005;doi:10.1594/PANGAEA.834452;0.0408;1.35
G_morhua_GROWTHEXP-2;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;1350000;1.61;0.00119;Imsland et al., 2005;doi:10.1594/PANGAEA.834452;0.03864;1.35
G_morhua_GROWTHEXP-2;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;2380000;2.24;0.00094;Imsland et al., 2005;doi:10.1594/PANGAEA.834452;0.05376;2.38
G_morhua_GROWTHEXP-2;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;2240000;1.88;0.000839;Imsland et al., 2005;doi:10.1594/PANGAEA.834452;0.04512;2.24
G_morhua_GROWTHEXP-2;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;3250000;2.56;0.000788;Imsland et al., 2005;doi:10.1594/PANGAEA.834452;0.06144;3.25
G_morhua_GROWTHEXP-2;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;3480000;2.59;0.000745;Imsland et al., 2005;doi:10.1594/PANGAEA.834452;0.06216;3.48
G_morhua_GROWTHEXP-2;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;4510000;3.48;0.000771;Imsland et al., 2005;doi:10.1594/PANGAEA.834452;0.08352;4.51
G_morhua_GROWTHEXP-2;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;4850000;3.99;0.000822;Imsland et al., 2005;doi:10.1594/PANGAEA.834452;0.09576;4.85
G_morhua_GROWTHEXP-2;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;1280000;1.21;0.000945;Imsland et al., 2005;doi:10.1594/PANGAEA.834452;0.02904;1.28
G_morhua_GROWTHEXP-2;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;1250000;1.07;0.000852;Imsland et al., 2005;doi:10.1594/PANGAEA.834452;0.02568;1.25
G_morhua_GROWTHEXP-2;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;2150000;1.46;0.000678;Imsland et al., 2005;doi:10.1594/PANGAEA.834452;0.03504;2.15
G_morhua_GROWTHEXP-2;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;2290000;1.61;0.000703;Imsland et al., 2005;doi:10.1594/PANGAEA.834452;0.03864;2.29
G_morhua_GROWTHEXP-2;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;3110000;1.62;0.000522;Imsland et al., 2005;doi:10.1594/PANGAEA.834452;0.03888;3.11
G_morhua_GROWTHEXP-2;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;3310000;1.6;0.000485;Imsland et al., 2005;doi:10.1594/PANGAEA.834452;0.0384;3.31
G_morhua_GROWTHEXP-2;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;4120000;1.79;0.000435;Imsland et al., 2005;doi:10.1594/PANGAEA.834452;0.04296;4.12
G_morhua_GROWTHEXP-2;Gadhus morhua;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126436;4490000;2.35;0.000522;Imsland et al., 2005;doi:10.1594/PANGAEA.834452;0.0564;4.49
H_americanus_GROWTHEXP;Homarus americanus;Lobster (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=156134;403;0.00163;0.00405;Logan & Epifano, 1978;doi:10.1594/PANGAEA.834481;3.91E-05;0.000403
H_americanus_GROWTHEXP;Homarus americanus;Lobster (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=156134;582;0.00132;0.00227;Logan & Epifano, 1978;doi:10.1594/PANGAEA.834481;3.17E-05;0.000582
H_americanus_GROWTHEXP;Homarus americanus;Lobster (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=156134;734;0.00195;0.00266;Logan & Epifano, 1978;doi:10.1594/PANGAEA.834481;4.68E-05;0.000734
H_americanus_GROWTHEXP;Homarus americanus;Lobster (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=156134;842;0.00121;0.00144;Logan & Epifano, 1978;doi:10.1594/PANGAEA.834481;2.90E-05;0.000842
H_americanus_GROWTHEXP;Homarus americanus;Lobster (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=156134;957;0.000737;0.00077;Logan & Epifano, 1978;doi:10.1594/PANGAEA.834481;1.77E-05;0.000957
H_americanus_GROWTHEXP;Homarus americanus;Lobster (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=156134;1640;0.00402;0.00245;Logan & Epifano, 1978;doi:10.1594/PANGAEA.834481;9.65E-05;0.00164
H_araneus_GROWTHEXP;Hyas araneus;Crab (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=107322;41.9;0.000238;0.00568;Anger et al., 1983;doi:10.1594/PANGAEA.834208;5.71E-06;4.19E-05
H_araneus_GROWTHEXP;Hyas araneus;Crab (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=107322;91.8;0.000323;0.00352;Anger et al., 1983;doi:10.1594/PANGAEA.834208;7.75E-06;9.18E-05
H_araneus_GROWTHEXP;Hyas araneus;Crab (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=107322;166;0.000582;0.00352;Anger et al., 1983;doi:10.1594/PANGAEA.834208;1.40E-05;0.000166
H_araneus_GROWTHEXP;Hyas araneus;Crab (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=107322;217;0.000197;0.000908;Anger et al., 1983;doi:10.1594/PANGAEA.834208;4.73E-06;0.000217
H_araneus_GROWTHEXP;Hyas araneus;Crab (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=107322;225;-7.65E-05;-0.000341;Anger et al., 1983;doi:10.1594/PANGAEA.834208;-1.84E-06;0.000225
H_coarctatus_GROWTHEXP;Hyas coarctatus;Crab (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=107323;17.8;0.000225;0.0127;Jacobi & Anger, 1985;doi:10.1594/PANGAEA.834453;5.40E-06;1.78E-05
H_coarctatus_GROWTHEXP;Hyas coarctatus;Crab (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=107323;24.4;0.00013;0.00533;Jacobi & Anger, 1985;doi:10.1594/PANGAEA.834453;3.12E-06;2.44E-05
H_coarctatus_GROWTHEXP;Hyas coarctatus;Crab (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=107323;29.2;0.000143;0.00488;Jacobi & Anger, 1985;doi:10.1594/PANGAEA.834453;3.43E-06;2.92E-05
H_coarctatus_GROWTHEXP;Hyas coarctatus;Crab (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=107323;34.6;0.000167;0.00482;Jacobi & Anger, 1985;doi:10.1594/PANGAEA.834453;4.01E-06;3.46E-05
H_coarctatus_GROWTHEXP;Hyas coarctatus;Crab (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=107323;38.7;5.71E-05;0.00148;Jacobi & Anger, 1985;doi:10.1594/PANGAEA.834453;1.37E-06;3.87E-05
H_coarctatus_GROWTHEXP;Hyas coarctatus;Crab (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=107323;41.5;0.000106;0.00255;Jacobi & Anger, 1985;doi:10.1594/PANGAEA.834453;2.54E-06;4.15E-05
H_coarctatus_GROWTHEXP;Hyas coarctatus;Crab (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=107323;53.2;0.000386;0.00726;Jacobi & Anger, 1985;doi:10.1594/PANGAEA.834453;9.26E-06;5.32E-05
H_coarctatus_GROWTHEXP;Hyas coarctatus;Crab (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=107323;67.2;0.000404;0.00602;Jacobi & Anger, 1985;doi:10.1594/PANGAEA.834453;9.70E-06;6.72E-05
H_coarctatus_GROWTHEXP;Hyas coarctatus;Crab (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=107323;80.1;0.000314;0.00392;Jacobi & Anger, 1985;doi:10.1594/PANGAEA.834453;7.54E-06;8.01E-05
H_coarctatus_GROWTHEXP;Hyas coarctatus;Crab (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=107323;91.4;0.000327;0.00358;Jacobi & Anger, 1985;doi:10.1594/PANGAEA.834453;7.85E-06;9.14E-05
H_coarctatus_GROWTHEXP;Hyas coarctatus;Crab (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=107323;101;0.000206;0.00204;Jacobi & Anger, 1985;doi:10.1594/PANGAEA.834453;4.94E-06;0.000101
H_coarctatus_GROWTHEXP;Hyas coarctatus;Crab (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=107323;106;7.82E-05;0.000738;Jacobi & Anger, 1985;doi:10.1594/PANGAEA.834453;1.88E-06;0.000106
H_coarctatus_GROWTHEXP;Hyas coarctatus;Crab (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=107323;112;0.000445;0.00397;Jacobi & Anger, 1985;doi:10.1594/PANGAEA.834453;1.07E-05;0.000112
H_coarctatus_GROWTHEXP;Hyas coarctatus;Crab (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=107323;134;0.000838;0.00624;Jacobi & Anger, 1985;doi:10.1594/PANGAEA.834453;2.01E-05;0.000134
