Event;Taxa;GROUP;URL ref;Biom C/ind [µg/#];µ C per/ind [mg/#/h];µ C per C biom [mg/mg/h];Reference;URL source;g_C_d;g_C_ind
S_japonicus_GROWTHEXP;Scomber japonicus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127022;91.5;0.00162;0.0177;Hunter & Kimbrell, 1980;doi:10.1594/PANGAEA.834447;3.89E-05;9.15E-05
S_japonicus_GROWTHEXP;Scomber japonicus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127022;115;-0.000627;-0.00547;Hunter & Kimbrell, 1980;doi:10.1594/PANGAEA.834447;-1.50E-05;0.000115
S_japonicus_GROWTHEXP;Scomber japonicus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127022;134;0.000927;0.00693;Hunter & Kimbrell, 1980;doi:10.1594/PANGAEA.834447;2.22E-05;0.000134
S_japonicus_GROWTHEXP;Scomber japonicus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127022;183;0.000287;0.00156;Hunter & Kimbrell, 1980;doi:10.1594/PANGAEA.834447;6.89E-06;0.000183
S_japonicus_GROWTHEXP;Scomber japonicus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127022;222;0.000816;0.00367;Hunter & Kimbrell, 1980;doi:10.1594/PANGAEA.834447;1.96E-05;0.000222
S_japonicus_GROWTHEXP;Scomber japonicus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127022;494;0.00885;0.0179;Hunter & Kimbrell, 1980;doi:10.1594/PANGAEA.834447;0.0002124;0.000494
S_japonicus_GROWTHEXP;Scomber japonicus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127022;1190;0.00702;0.00589;Hunter & Kimbrell, 1980;doi:10.1594/PANGAEA.834447;0.00016848;0.00119
S_japonicus_GROWTHEXP;Scomber japonicus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127022;4560;0.0475;0.0104;Hunter & Kimbrell, 1980;doi:10.1594/PANGAEA.834447;0.00114;0.00456
S_japonicus_GROWTHEXP;Scomber japonicus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127022;22.6;0.000148;0.00651;Hunter & Kimbrell, 1980;doi:10.1594/PANGAEA.834447;3.55E-06;2.26E-05
S_japonicus_GROWTHEXP;Scomber japonicus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127022;47;0.000326;0.00693;Hunter & Kimbrell, 1980;doi:10.1594/PANGAEA.834447;7.82E-06;4.70E-05
S_japonicus_GROWTHEXP;Scomber japonicus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127022;106;0.000917;0.00869;Hunter & Kimbrell, 1980;doi:10.1594/PANGAEA.834447;2.20E-05;0.000106
S_japonicus_GROWTHEXP;Scomber japonicus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127022;217;0.00124;0.00571;Hunter & Kimbrell, 1980;doi:10.1594/PANGAEA.834447;2.98E-05;0.000217
S_japonicus_GROWTHEXP;Scomber japonicus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127022;442;0.00746;0.0169;Hunter & Kimbrell, 1980;doi:10.1594/PANGAEA.834447;0.00017904;0.000442
S_japonicus_GROWTHEXP;Scomber japonicus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127022;646;0.00275;0.00426;Hunter & Kimbrell, 1980;doi:10.1594/PANGAEA.834447;6.60E-05;0.000646
S_japonicus_GROWTHEXP;Scomber japonicus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127022;1320;0.00947;0.00716;Hunter & Kimbrell, 1980;doi:10.1594/PANGAEA.834447;0.00022728;0.00132
S_japonicus_GROWTHEXP;Scomber japonicus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127022;4580;0.153;0.0334;Hunter & Kimbrell, 1980;doi:10.1594/PANGAEA.834447;0.003672;0.00458
S_japonicus_GROWTHEXP;Scomber japonicus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127022;22;0.000179;0.00816;Hunter & Kimbrell, 1980;doi:10.1594/PANGAEA.834447;4.30E-06;2.20E-05
S_japonicus_GROWTHEXP;Scomber japonicus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127022;50.2;0.000615;0.0123;Hunter & Kimbrell, 1980;doi:10.1594/PANGAEA.834447;1.48E-05;5.02E-05
S_japonicus_GROWTHEXP;Scomber japonicus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127022;115;0.00124;0.0109;Hunter & Kimbrell, 1980;doi:10.1594/PANGAEA.834447;2.98E-05;0.000115
S_japonicus_GROWTHEXP;Scomber japonicus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127022;211;0.00201;0.00956;Hunter & Kimbrell, 1980;doi:10.1594/PANGAEA.834447;4.82E-05;0.000211
S_japonicus_GROWTHEXP;Scomber japonicus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127022;288;0.00174;0.00604;Hunter & Kimbrell, 1980;doi:10.1594/PANGAEA.834447;4.18E-05;0.000288
S_japonicus_GROWTHEXP;Scomber japonicus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127022;375;0.00238;0.00633;Hunter & Kimbrell, 1980;doi:10.1594/PANGAEA.834447;5.71E-05;0.000375
S_japonicus_GROWTHEXP;Scomber japonicus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127022;628;0.00918;0.0146;Hunter & Kimbrell, 1980;doi:10.1594/PANGAEA.834447;0.00022032;0.000628
S_japonicus_GROWTHEXP;Scomber japonicus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127022;1040;0.00587;0.00564;Hunter & Kimbrell, 1980;doi:10.1594/PANGAEA.834447;0.00014088;0.00104
S_japonicus_GROWTHEXP;Scomber japonicus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127022;1260;0.00466;0.00371;Hunter & Kimbrell, 1980;doi:10.1594/PANGAEA.834447;0.00011184;0.00126
S_japonicus_GROWTHEXP;Scomber japonicus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127022;2700;0.0245;0.0091;Hunter & Kimbrell, 1980;doi:10.1594/PANGAEA.834447;0.000588;0.0027
S_maximus_GROWTHEXP-1;Scophthalmus maximus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127149;18.4;-3.71E-05;-0.00201;Kuhlmann et al., 1981;doi:10.1594/PANGAEA.834470;-8.90E-07;1.84E-05
S_maximus_GROWTHEXP-1;Scophthalmus maximus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127149;63.6;0.00663;0.104;Kuhlmann et al., 1981;doi:10.1594/PANGAEA.834470;0.00015912;6.36E-05
S_maximus_GROWTHEXP-1;Scophthalmus maximus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127149;86.6;-0.00682;-0.0788;Kuhlmann et al., 1981;doi:10.1594/PANGAEA.834470;-0.00016368;8.66E-05
S_maximus_GROWTHEXP-1;Scophthalmus maximus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127149;38.9;0.000499;0.0128;Kuhlmann et al., 1981;doi:10.1594/PANGAEA.834470;1.20E-05;3.89E-05
S_maximus_GROWTHEXP-1;Scophthalmus maximus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127149;48.7;0.000278;0.00571;Kuhlmann et al., 1981;doi:10.1594/PANGAEA.834470;6.67E-06;4.87E-05
S_maximus_GROWTHEXP-1;Scophthalmus maximus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127149;63.2;0.000996;0.0158;Kuhlmann et al., 1981;doi:10.1594/PANGAEA.834470;2.39E-05;6.32E-05
S_maximus_GROWTHEXP-1;Scophthalmus maximus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127149;80;0.000297;0.00371;Kuhlmann et al., 1981;doi:10.1594/PANGAEA.834470;7.13E-06;8.00E-05
S_maximus_GROWTHEXP-1;Scophthalmus maximus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127149;101;0.000757;0.00753;Kuhlmann et al., 1981;doi:10.1594/PANGAEA.834470;1.82E-05;0.000101
S_maximus_GROWTHEXP-1;Scophthalmus maximus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127149;162;0.00198;0.0122;Kuhlmann et al., 1981;doi:10.1594/PANGAEA.834470;4.75E-05;0.000162
S_maximus_GROWTHEXP-1;Scophthalmus maximus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127149;328;0.00371;0.0113;Kuhlmann et al., 1981;doi:10.1594/PANGAEA.834470;8.90E-05;0.000328
S_maximus_GROWTHEXP-1;Scophthalmus maximus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127149;915;0.00928;0.0101;Kuhlmann et al., 1981;doi:10.1594/PANGAEA.834470;0.00022272;0.000915
S_maximus_GROWTHEXP-1;Scophthalmus maximus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127149;2950;0.0337;0.0114;Kuhlmann et al., 1981;doi:10.1594/PANGAEA.834470;0.0008088;0.00295
S_maximus_GROWTHEXP-1;Scophthalmus maximus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127149;6860;0.0412;0.006;Kuhlmann et al., 1981;doi:10.1594/PANGAEA.834470;0.0009888;0.00686
S_maximus_GROWTHEXP-1;Scophthalmus maximus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127149;10500;0.0395;0.00375;Kuhlmann et al., 1981;doi:10.1594/PANGAEA.834470;0.000948;0.0105
S_maximus_GROWTHEXP-1;Scophthalmus maximus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127149;13100;0.0297;0.00227;Kuhlmann et al., 1981;doi:10.1594/PANGAEA.834470;0.0007128;0.0131
S_maximus_GROWTHEXP-1;Scophthalmus maximus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127149;21200;0.0779;0.00367;Kuhlmann et al., 1981;doi:10.1594/PANGAEA.834470;0.0018696;0.0212
S_maximus_GROWTHEXP-1;Scophthalmus maximus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127149;130000;0.247;0.00191;Kuhlmann et al., 1981;doi:10.1594/PANGAEA.834470;0.005928;0.13
S_maximus_GROWTHEXP-1;Scophthalmus maximus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127149;247000;0.36;0.00146;Kuhlmann et al., 1981;doi:10.1594/PANGAEA.834470;0.00864;0.247
S_maximus_GROWTHEXP-1;Scophthalmus maximus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127149;368000;0.517;0.00141;Kuhlmann et al., 1981;doi:10.1594/PANGAEA.834470;0.012408;0.368
S_maximus_GROWTHEXP-1;Scophthalmus maximus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127149;563000;0.831;0.00148;Kuhlmann et al., 1981;doi:10.1594/PANGAEA.834470;0.019944;0.563
S_maximus_GROWTHEXP-1;Scophthalmus maximus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127149;926000;1.31;0.00142;Kuhlmann et al., 1981;doi:10.1594/PANGAEA.834470;0.03144;0.926
S_maximus_GROWTHEXP-2;Scophthalmus maximus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127149;440000;0.434;0.000986;Person-Le et al., 1981;doi:10.1594/PANGAEA.834505;0.010416;0.44
S_maximus_GROWTHEXP-2;Scophthalmus maximus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127149;1050000;0.815;0.00078;Person-Le et al., 1981;doi:10.1594/PANGAEA.834505;0.01956;1.05
S_maximus_GROWTHEXP-2;Scophthalmus maximus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127149;2260000;1.79;0.000792;Person-Le et al., 1981;doi:10.1594/PANGAEA.834505;0.04296;2.26
S_maximus_GROWTHEXP-2;Scophthalmus maximus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127149;4280000;2.2;0.000513;Person-Le et al., 1981;doi:10.1594/PANGAEA.834505;0.0528;4.28
S_maximus_GROWTHEXP-2;Scophthalmus maximus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127149;8470000;7.44;0.000879;Person-Le et al., 1981;doi:10.1594/PANGAEA.834505;0.17856;8.47
S_maximus_GROWTHEXP-2;Scophthalmus maximus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127149;16400000;7.65;0.000467;Person-Le et al., 1981;doi:10.1594/PANGAEA.834505;0.1836;16.4
S_maximus_GROWTHEXP-2;Scophthalmus maximus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127149;27900000;4.32;0.000155;Person-Le et al., 1981;doi:10.1594/PANGAEA.834505;0.10368;27.9
S_salar_GROWTHEXP;Salmo salar;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127186;8280000;1.71;0.000206;Handeland et al., 2008;doi:10.1594/PANGAEA.834400;0.04104;8.28
S_salar_GROWTHEXP;Salmo salar;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127186;8960000;8.76;0.000978;Handeland et al., 2008;doi:10.1594/PANGAEA.834400;0.21024;8.96
S_salar_GROWTHEXP;Salmo salar;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127186;10400000;13;0.00125;Handeland et al., 2008;doi:10.1594/PANGAEA.834400;0.312;10.4
S_salar_GROWTHEXP;Salmo salar;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127186;12400000;17.4;0.0014;Handeland et al., 2008;doi:10.1594/PANGAEA.834400;0.4176;12.4
S_salar_GROWTHEXP;Salmo salar;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127186;14400000;13;0.000899;Handeland et al., 2008;doi:10.1594/PANGAEA.834400;0.312;14.4
S_salar_GROWTHEXP;Salmo salar;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127186;1.60E+07;9.82;0.000615;Handeland et al., 2008;doi:10.1594/PANGAEA.834400;0.23568;16
S_salar_GROWTHEXP;Salmo salar;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127186;8590000;5.11;0.000595;Handeland et al., 2008;doi:10.1594/PANGAEA.834400;0.12264;8.59
S_salar_GROWTHEXP;Salmo salar;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127186;10300000;12.9;0.00125;Handeland et al., 2008;doi:10.1594/PANGAEA.834400;0.3096;10.3
S_salar_GROWTHEXP;Salmo salar;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127186;13500000;18.6;0.00138;Handeland et al., 2008;doi:10.1594/PANGAEA.834400;0.4464;13.5
S_salar_GROWTHEXP;Salmo salar;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127186;17800000;24.9;0.0014;Handeland et al., 2008;doi:10.1594/PANGAEA.834400;0.5976;17.8
S_salar_GROWTHEXP;Salmo salar;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127186;22900000;25.3;0.00111;Handeland et al., 2008;doi:10.1594/PANGAEA.834400;0.6072;22.9
S_salar_GROWTHEXP;Salmo salar;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127186;2.70E+07;15.1;0.000557;Handeland et al., 2008;doi:10.1594/PANGAEA.834400;0.3624;27
S_salar_GROWTHEXP;Salmo salar;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127186;8620000;3.6;0.000417;Handeland et al., 2008;doi:10.1594/PANGAEA.834400;0.0864;8.62
S_salar_GROWTHEXP;Salmo salar;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127186;10700000;11.1;0.00103;Handeland et al., 2008;doi:10.1594/PANGAEA.834400;0.2664;10.7
S_salar_GROWTHEXP;Salmo salar;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127186;14600000;14.6;0.001;Handeland et al., 2008;doi:10.1594/PANGAEA.834400;0.3504;14.6
S_salar_GROWTHEXP;Salmo salar;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127186;19900000;20.3;0.00102;Handeland et al., 2008;doi:10.1594/PANGAEA.834400;0.4872;19.9
S_salar_GROWTHEXP;Salmo salar;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127186;25800000;18.2;0.000704;Handeland et al., 2008;doi:10.1594/PANGAEA.834400;0.4368;25.8
S_salar_GROWTHEXP;Salmo salar;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127186;30400000;11.2;0.000367;Handeland et al., 2008;doi:10.1594/PANGAEA.834400;0.2688;30.4
S_salar_GROWTHEXP;Salmo salar;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127186;8840000;2.69;0.000304;Handeland et al., 2008;doi:10.1594/PANGAEA.834400;0.06456;8.84
S_salar_GROWTHEXP;Salmo salar;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127186;10900000;6.73;0.000617;Handeland et al., 2008;doi:10.1594/PANGAEA.834400;0.16152;10.9
S_salar_GROWTHEXP;Salmo salar;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127186;14300000;8.31;0.000579;Handeland et al., 2008;doi:10.1594/PANGAEA.834400;0.19944;14.3
S_salar_GROWTHEXP;Salmo salar;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127186;18600000;10.3;0.000556;Handeland et al., 2008;doi:10.1594/PANGAEA.834400;0.2472;18.6
S_salar_GROWTHEXP;Salmo salar;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127186;22700000;7.36;0.000324;Handeland et al., 2008;doi:10.1594/PANGAEA.834400;0.17664;22.7
S_salar_GROWTHEXP;Salmo salar;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=127186;25800000;5.83;0.000226;Handeland et al., 2008;doi:10.1594/PANGAEA.834400;0.13992;25.8
S_tenellus_GROWTHEXP;Sinocalanus tenellus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=355664;0.099;1.02E-06;0.0103;Kimoto et al., 1986;doi:10.1594/PANGAEA.834463;2.45E-08;9.90E-08
S_tenellus_GROWTHEXP;Sinocalanus tenellus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=355664;0.099;1.27E-06;0.0128;Kimoto et al., 1986;doi:10.1594/PANGAEA.834463;3.05E-08;9.90E-08
S_tenellus_GROWTHEXP;Sinocalanus tenellus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=355664;0.099;1.39E-06;0.014;Kimoto et al., 1986;doi:10.1594/PANGAEA.834463;3.34E-08;9.90E-08
S_tenellus_GROWTHEXP;Sinocalanus tenellus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=355664;0.099;1.29E-06;0.013;Kimoto et al., 1986;doi:10.1594/PANGAEA.834463;3.10E-08;9.90E-08
S_tenellus_GROWTHEXP;Sinocalanus tenellus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=355664;0.099;1.22E-06;0.0123;Kimoto et al., 1986;doi:10.1594/PANGAEA.834463;2.93E-08;9.90E-08
S_tenellus_GROWTHEXP;Sinocalanus tenellus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=355664;0.099;9.65E-07;0.00975;Kimoto et al., 1986;doi:10.1594/PANGAEA.834463;2.32E-08;9.90E-08
S_tenellus_GROWTHEXP;Sinocalanus tenellus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=355664;1.13;1.13E-05;0.00999;Kimoto et al., 1986;doi:10.1594/PANGAEA.834463;2.71E-07;1.13E-06
S_tenellus_GROWTHEXP;Sinocalanus tenellus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=355664;1.13;1.57E-05;0.0139;Kimoto et al., 1986;doi:10.1594/PANGAEA.834463;3.77E-07;1.13E-06
S_tenellus_GROWTHEXP;Sinocalanus tenellus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=355664;1.13;1.90E-05;0.0168;Kimoto et al., 1986;doi:10.1594/PANGAEA.834463;4.56E-07;1.13E-06
S_tenellus_GROWTHEXP;Sinocalanus tenellus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=355664;1.13;1.92E-05;0.0169;Kimoto et al., 1986;doi:10.1594/PANGAEA.834463;4.61E-07;1.13E-06
S_tenellus_GROWTHEXP;Sinocalanus tenellus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=355664;1.13;1.86E-05;0.0164;Kimoto et al., 1986;doi:10.1594/PANGAEA.834463;4.46E-07;1.13E-06
S_tenellus_GROWTHEXP;Sinocalanus tenellus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=355664;1.13;1.58E-05;0.0139;Kimoto et al., 1986;doi:10.1594/PANGAEA.834463;3.79E-07;1.13E-06
S_tubulosa_GROWTHEXP;Sarsia tubulosa;Jellyfish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=117491;47.4;0.000775;0.0163;Daan, 1986;doi:10.1594/PANGAEA.834302;1.86E-05;4.74E-05
S_tubulosa_GROWTHEXP;Sarsia tubulosa;Jellyfish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=117491;110;0.000936;0.00851;Daan, 1986;doi:10.1594/PANGAEA.834302;2.25E-05;0.00011
S_tubulosa_GROWTHEXP;Sarsia tubulosa;Jellyfish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=117491;169;0.00117;0.00692;Daan, 1986;doi:10.1594/PANGAEA.834302;2.81E-05;0.000169
S_tubulosa_GROWTHEXP;Sarsia tubulosa;Jellyfish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=117491;223;0.000998;0.00448;Daan, 1986;doi:10.1594/PANGAEA.834302;2.40E-05;0.000223
S_tubulosa_GROWTHEXP;Sarsia tubulosa;Jellyfish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=117491;246;0.0011;0.00448;Daan, 1986;doi:10.1594/PANGAEA.834302;2.64E-05;0.000246
S_tubulosa_GROWTHEXP;Sarsia tubulosa;Jellyfish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=117491;365;0.00155;0.00426;Daan, 1986;doi:10.1594/PANGAEA.834302;3.72E-05;0.000365
S_tubulosa_GROWTHEXP;Sarsia tubulosa;Jellyfish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=117491;380;0.000948;0.0025;Daan, 1986;doi:10.1594/PANGAEA.834302;2.28E-05;0.00038
S_tubulosa_GROWTHEXP;Sarsia tubulosa;Jellyfish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=117491;652;0.00137;0.0021;Daan, 1986;doi:10.1594/PANGAEA.834302;3.29E-05;0.000652
T_chalcogramma_GROWTHEXP-1;Theragra chalcogramma;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=254539;36.9;0.000145;0.00393;Yamashita & Bailey, 1989;doi:10.1594/PANGAEA.834605;3.48E-06;3.69E-05
T_chalcogramma_GROWTHEXP-2;Theragra chalcogramma;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=254539;447;0.00287;0.00642;Bailey & Stehr, 1986;doi:10.1594/PANGAEA.834268;6.89E-05;0.000447
T_fusus_GROWTHEXP;Tiarina fusus;Ciliate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=247943;0.00386;5.00E-08;0.013;Jeong et al., 2002;doi:10.1594/PANGAEA.834456;1.20E-09;3.86E-09
T_japonica_GROWTHEXP;Themisto japonica;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=744579;6.04;6.18E-05;0.0102;Ikeda, 1991;doi:10.1594/PANGAEA.834449;1.48E-06;6.04E-06
T_japonica_GROWTHEXP;Themisto japonica;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=744579;12.9;1.00E-04;0.00779;Ikeda, 1991;doi:10.1594/PANGAEA.834449;2.40E-06;1.29E-05
T_japonica_GROWTHEXP;Themisto japonica;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=744579;24.3;0.000151;0.00622;Ikeda, 1991;doi:10.1594/PANGAEA.834449;3.62E-06;2.43E-05
T_japonica_GROWTHEXP;Themisto japonica;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=744579;42.2;0.000214;0.00506;Ikeda, 1991;doi:10.1594/PANGAEA.834449;5.14E-06;4.22E-05
T_japonica_GROWTHEXP;Themisto japonica;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=744579;69.4;0.000292;0.00421;Ikeda, 1991;doi:10.1594/PANGAEA.834449;7.01E-06;6.94E-05
T_japonica_GROWTHEXP;Themisto japonica;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=744579;109;0.000385;0.00352;Ikeda, 1991;doi:10.1594/PANGAEA.834449;9.24E-06;0.000109
T_japonica_GROWTHEXP;Themisto japonica;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=744579;167;0.000501;0.00299;Ikeda, 1991;doi:10.1594/PANGAEA.834449;1.20E-05;0.000167
T_japonica_GROWTHEXP;Themisto japonica;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=744579;250;0.000634;0.00254;Ikeda, 1991;doi:10.1594/PANGAEA.834449;1.52E-05;0.00025
T_japonica_GROWTHEXP;Themisto japonica;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=744579;368;0.000797;0.00217;Ikeda, 1991;doi:10.1594/PANGAEA.834449;1.91E-05;0.000368
T_japonica_GROWTHEXP;Themisto japonica;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=744579;536;0.000992;0.00185;Ikeda, 1991;doi:10.1594/PANGAEA.834449;2.38E-05;0.000536
T_japonica_GROWTHEXP;Themisto japonica;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=744579;778;0.00122;0.00157;Ikeda, 1991;doi:10.1594/PANGAEA.834449;2.93E-05;0.000778
T_japonica_GROWTHEXP;Themisto japonica;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=744579;6.04;7.10E-05;0.0118;Ikeda, 1991;doi:10.1594/PANGAEA.834449;1.70E-06;6.04E-06
T_japonica_GROWTHEXP;Themisto japonica;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=744579;12.9;0.000115;0.00895;Ikeda, 1991;doi:10.1594/PANGAEA.834449;2.76E-06;1.29E-05
T_japonica_GROWTHEXP;Themisto japonica;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=744579;24.3;0.000173;0.00714;Ikeda, 1991;doi:10.1594/PANGAEA.834449;4.15E-06;2.43E-05
T_japonica_GROWTHEXP;Themisto japonica;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=744579;42.2;0.000245;0.0058;Ikeda, 1991;doi:10.1594/PANGAEA.834449;5.88E-06;4.22E-05
T_japonica_GROWTHEXP;Themisto japonica;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=744579;69.4;0.000335;0.00482;Ikeda, 1991;doi:10.1594/PANGAEA.834449;8.04E-06;6.94E-05
T_japonica_GROWTHEXP;Themisto japonica;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=744579;109;0.000442;0.00405;Ikeda, 1991;doi:10.1594/PANGAEA.834449;1.06E-05;0.000109
T_japonica_GROWTHEXP;Themisto japonica;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=744579;167;0.000621;0.00371;Ikeda, 1991;doi:10.1594/PANGAEA.834449;1.49E-05;0.000167
